"KOTA,KECAMATAN,CODE,REG,ESTIMASI REG,OKE,ESTIMASI OKE,YES,ORIGIN"
"TanahBambu,SungaiLoban,BDJ,53000,5 - 7,45000,6 - 8,-,JAKARTA"
"HuluSungaiUtara,SungaiPandan,BDJ,53000,5 - 7,45000,6 - 8,-,JAKARTA"
"Banjar,SungaiPinang,BDJ,53000,5 - 7,45000,6 - 8,-,JAKARTA"
"HuluSungaiSelatan,SungaiRaya,BDJ,53000,5 - 7,45000,6 - 8,-,JAKARTA"
"Banjar,SungaiTabuk,BDJ,53000,5 - 7,45000,6 - 8,-,JAKARTA"
"BaritoKuala,Tabukan,BDJ,53000,5 - 7,45000,6 - 8,-,JAKARTA"
"BaritoKuala,Tabunganen,BDJ,53000,5 - 7,45000,6 - 8,-,JAKARTA"
"TanahLaut,Takisung,BDJ,53000,5 - 7,45000,6 - 8,-,JAKARTA"
"BaritoKuala,Tamban,BDJ,53000,5 - 7,45000,6 - 8,-,JAKARTA"
"TanahLaut,TambangUlang,BDJ,53000,5 - 7,45000,6 - 8,-,JAKARTA"
"BaritoTimur,TamiangLayang,BDJ,42000,3 - 5,36000,5 - 7,-,JAKARTA"
"MurungRaya,TanahSiang,BDJ,53000,5 - 7,45000,6 - 8,-,JAKARTA"
"Tabalong,Tanjung,BDJ,42000,3 - 5,36000,5 - 7,-,JAKARTA"
"Tabalong,Tanta,BDJ,53000,5 - 7,45000,6 - 8,-,JAKARTA"
"Tampin,TapinSelatan,BDJ,42000,3 - 5,36000,5 - 7,-,JAKARTA"
"Tampin,TapinTengah,BDJ,42000,3 - 5,36000,5 - 7,-,JAKARTA"
"Tampin,TapinUtara,BDJ,42000,3 - 5,36000,5 - 7,-,JAKARTA"
"HuluSungaiSelatan,TelagaLangsat,BDJ,53000,5 - 7,45000,6 - 8,-,JAKARTA"
"BaritoUtara,TewehTengah,BDJ,53000,5 - 7,45000,6 - 8,-,JAKARTA"
"BaritoUtara,TewehTimur,BDJ,53000,5 - 7,45000,6 - 8,-,JAKARTA"
"Tabalong,Upau,BDJ,53000,5 - 7,45000,6 - 8,-,JAKARTA"
"BaritoKuala,Wanaraya,BDJ,53000,5 - 7,45000,6 - 8,-,JAKARTA"
"Bandung,Andir,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Bandung,Arcamanik,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Bandung,Arjasari,BDO,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Bandung,Astanaanyar,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Purwakarta,Babakancikao,BDO,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Bandung,Babakanciparay,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Bandung,Baleendah,BDO,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Garut,BaluburLimbangan,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Bandung,Bandung,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Bandung,BandungKidul,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Bandung,BandungKulon,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Bandung,BandungWetan,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"BanjarBDO,Banjar,BDO,13000,2 - 3,12000,3 - 6,-,JAKARTA"
"Bandung,Banjaran,BDO,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Ciamis,Banjarsari,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Garut,Banjarwangi,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Bantarkalong,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Garut,Banyuresmi,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Ciamis,Baregbeg,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"BandungBarat,Batujajar,BDO,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Bandung,Batununggal,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Garut,Bayongbong,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Subang,Binong,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Subang,Blanakan,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Purwakarta,Bojong,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Bojongasih,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Bojonggambir,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Bandung,BojongloaKaler,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Bandung,BojongloaKidul,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Bandung,BojongSoang,BDO,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Sumedang,Buahdua,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Garut,Bungbulang,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Purwakarta,Bungursari,BDO,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Purwakarta,Campaka,BDO,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Bandung,Cangkuang,BDO,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Garut,Caringin,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Ciamis,Ciamis,BDO,13000,2 - 3,12000,3 - 6,19000,JAKARTA"
"Subang,Ciasem,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Ciawi,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Garut,Cibalong,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Cibalong,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Garut,Cibatu,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Purwakarta,Cibatu,BDO,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Bandung,CibeunyingKaler,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Bandung,CibeunyingKidul,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Tasikmalaya,Cibeureum,BDO,13000,2 - 3,12000,3 - 6,19000,JAKARTA"
"Bandung,Cibiru,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Garut,Cibiuk,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Subang,Cibogo,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Sumedang,Cibugel,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Bandung,Cicadas,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Bandung,Cicalengka,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Bandung,Cicendo,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Bandung,Cidadap,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Ciamis,Cidolog,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Cigalontang,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Garut,Cigedug,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Ciamis,Cigugur,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"BandungBarat,Cihampelas,BDO,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Ciamis,Cihaurbeuti,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Cihideung,BDO,13000,2 - 3,12000,3 - 6,19000,JAKARTA"
"Garut,Cihurip,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Subang,Cijambe,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Ciamis,Cijeungjing,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Ciamis,Cijulang,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Garut,Cikajang,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Cikalong,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"BandungBarat,CikalongWetan,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Bandung,Cikancung,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Cikatomas,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Subang,Cikaum,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Garut,Cikelet,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Ciamis,Cikoneng,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Garut,Cilawu,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Bandung,Cilengkrang,BDO,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Bandung,Cileunyi,BDO,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"BandungBarat,Cililin,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Cimahi,Cimahi,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Cimahi,CimahiSelatan,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Cimahi,CimahiTengah,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Cimahi,CimahiUtara,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Sumedang,Cimalaka,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Sumedang,Cimanggu,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Ciamis,Cimaragas,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"BandungBarat,Cimareme,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Bandung,Cimaung,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Bandung,Cimenyan,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Ciamis,Cimerak,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Cineam,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Ciamis,Cipaku,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Bandung,Ciparay,BDO,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"BandungBarat,Cipatat,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Cipatujah,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Cipedes,BDO,13000,2 - 3,12000,3 - 6,19000,JAKARTA"
"BandungBarat,Cipeundeuy,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Subang,Cipeundeuy,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"BandungBarat,Cipongkor,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Subang,Cipunagara,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Ciamis,Cisaga,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Subang,Cisalak,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"BandungBarat,Cisarua,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Sumedang,Cisarua,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Cisayong,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Garut,Cisewu,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Sumedang,Cisitu,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Garut,Cisompet,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Garut,Cisurupan,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Bandung,Ciwidey,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Bandung,Coblong,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Subang,Compreng,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Sumedang,Conggeang,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Culamega,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Purwakarta,Darangdan,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Sumedang,Darmaraja,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Bandung,Dayeuhkolot,BDO,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Sumedang,Ganeas,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Garut,Garut, Kab. Garut,BDO,13000,2 - 3,12000,3 - 6,19000,JAKARTA"
"Garut,GarutKota,BDO,13000,2 - 3,12000,3 - 6,19000,JAKARTA"
"BandungBarat,Gununghalu,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,GunungTanjung,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Bandung,Ibun,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Indihiang,BDO,13000,2 - 3,12000,3 - 6,-,JAKARTA"
"Subang,JalanCagak,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Jamanis,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Sumedang,Jatigede,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Purwakarta,Jatiluhur,BDO,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Ciamis,Jatinagara,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Sumedang,Jatinangor,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Sumedang,Jatinunggal,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Jatiwaras,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Kadipaten,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Garut,Kadungora,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Subang,Kalijati,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Ciamis,Kalipucang,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Karangjaya,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Karangnunggal,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Garut,Karangpawitan,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Garut,Karangtengah,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Bandung,Katapang,BDO,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Ciamis,Kawali,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Kawalu,BDO,13000,2 - 3,12000,3 - 6,-,JAKARTA"
"Garut,Kersamanah,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Bandung,Kertasari,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Bandung,Kiaracondong,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Purwakarta,Kiarapedes,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Ciamis,Lakbok,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"BanjarBDO,Langensari,BDO,13000,2 - 3,12000,3 - 6,-,JAKARTA"
"Ciamis,Langkaplancar,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Subang,LegonKulon,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Garut,Leles,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"BandungBarat,Lembang,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Bandung,Lengkong,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Garut,Leuwigoong,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Leuwisari,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Ciamis,Lumbung,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Bandung,Majalaya,BDO,13000,2 - 3,12000,3 - 6,19000,JAKARTA"
"Garut,Malangbong,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Mangkubumi,BDO,13000,2 - 3,12000,3 - 6,-,JAKARTA"
"Ciamis,Mangunjaya,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Mangunreja,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Purwakarta,Maniis,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Manonjaya,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Bandung,Margaasih,BDO,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Bandung,Margacinta,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Bandung,Margahayu,BDO,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Garut,Mekarmukti,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Bandung,Nagreg,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"BandungBarat,Ngamprah,BDO,10000,1 - 2,9000,2 - 3,-,JAKARTA"
"Subang,Pabuaran,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Bandung,Pacet,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Ciamis,Padaherang,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Padakembang,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"BandungBarat,Padalarang,BDO,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Subang,Pagaden,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Pagerageung,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Garut,Pakenjeng,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Subang,Pamanukan,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Ciamis,Pamarican,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Bandung,Pameungpeuk,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Garut,Pameungpeuk,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Garut,Pamulihan,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Sumedang,Pamulihan,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Ciamis,Panawangan,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Pancatengah,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Bandung,Pangalengan,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Ciamis,Pangandaran,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Garut,Pangatikan,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Ciamis,Panjalu,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Ciamis,Panumbangan,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Ciamis,Parigi,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"BandungBarat,Parongpong,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Parungponteng,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Purwakarta,Pasawahan,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Bandung,Paseh,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Sumedang,Paseh,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Bandung,Pasirjambu,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Garut,Pasirwangi,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"BanjarBDO,Pataruman,BDO,13000,2 - 3,12000,3 - 6,-,JAKARTA"
"Subang,PatokBeusi,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Garut,Peundeuy,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Purwakarta,Plered,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Purwakarta,Pondoksalam,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Ciamis,Purwadadi,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Subang,Purwadadi,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"BanjarBDO,Purwaharja,BDO,13000,2 - 3,12000,3 - 6,-,JAKARTA"
"Purwakarta,Purwakarta,BDO,13000,2 - 3,12000,3 - 6,19000,JAKARTA"
"Subang,Pusakanagara,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Puspahiang,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Ciamis,Rajadesa,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Rajapolah,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Bandung,Rancabali,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Bandung,Rancaekek,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Ciamis,Rancah,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Sumedang,Rancakalong,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Bandung,Rancasari,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Bandung,Regol,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"BandungBarat,Rongga,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Ciamis,Sadananya,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Subang,Sagalaherang,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Salawu,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Salopa,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Garut,Samarang,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Sariwangi,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Garut,Selaawi,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Ciamis,Sidamulih,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Ciamis,Sindangkasih,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"BandungBarat,Sindangkerta,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Garut,Singajaya,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Singaparna,BDO,13000,2 - 3,12000,3 - 6,-,JAKARTA"
"Sumedang,Situraja,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Sodonghilir,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Bandung,SolokanJeruk,BDO,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Bandung,Soreang,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Subang,Subang,BDO,13000,2 - 3,12000,3 - 6,19000,JAKARTA"
"Garut,Sucinaraja,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Ciamis,Sukadana,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Sukahening,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Bandung,Sukajadi,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Tasikmalaya,Sukaraja,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Sukarame,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Sukaratu,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Sukaresik,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Garut,Sukaresmi,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Bandung,Sukasari,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Purwakarta,Sukasari,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Sumedang,Sukasari,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Purwakarta,Sukatani,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Garut,Sukawening,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Sumedang,Sumedang,BDO,13000,2 - 3,12000,3 - 6,19000,JAKARTA"
"Sumedang,SumedangSelatan,BDO,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Sumedang,SumedangUtara,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Bandung,Sumurbandung,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Sumedang,Surian,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Garut,Talegong,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Tamansari,BDO,13000,2 - 3,12000,3 - 6,19000,JAKARTA"
"Ciamis,Tambaksari,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Tanjungjaya,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Sumedang,Tanjungkerta,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Sumedang,Tanjungmedar,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Sumedang,Tanjungsari,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Subang,TanjungSiang,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Tasikmalaya,Taraju,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Garut,TarogongKaler,BDO,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Garut,TarogongKidul,BDO,16000,3 - 6,15000,4 - 7,19000,JAKARTA"
"Tasikmalaya,Tasikmalaya,BDO,13000,2 - 3,12000,3 - 6,19000,JAKARTA"
"Tasikmalaya,Tawang,BDO,13000,2 - 3,12000,3 - 6,-,JAKARTA"
"Purwakarta,Tegalwaru,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Sumedang,Tomo,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Bandung,Ujungberung,BDO,10000,1 - 2,9000,2 - 3,19000,JAKARTA"
"Sumedang,UjungJaya,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Sumedang,Wado,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Garut,Wanaraja,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Purwakarta,Wanayasa,BDO,16000,3 - 6,15000,4 - 7,-,JAKARTA"
"Bekasi,Babelan,BKI,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"Bekasi,BantarGebang,BKI,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"Bekasi,Bekasi,BKI,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"Bekasi,BekasiBarat,BKI,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"Bekasi,BekasiSelatan,BKI,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"Bekasi,BekasiTimur,BKI,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
"Bekasi,BekasiUtara,BKI,8000,1 - 2,7000,2 - 3,15000,JAKARTA"
